name,latitude,longitude,heading,shiptype
1389,24.32442,52.96133,null,UNKNOWN
1390,26.17001,50.99203,0,FISHING
1391,25.89525,52.8749,186,SUPPORT
1392,24.34786,53.64915,null,UNKNOWN
1393,24.55873,51.47295,null,FISHING
1394,24.93038,51.78017,null,UNKNOWN
1395,24.93036,51.78011,null,UNKNOWN
1396,26.29027,52.00635,103,SUPPORT
1397,24.14353,53.27846,57,YACHT
1398,26.16565,50.34619,null,YACHT
1399,26.26811,50.57985,140,FISHING
1400,25.47457,51.69054,342,FISHING
1401,24.43262,53.62356,null,UNKNOWN
1402,24.55017,51.64062,42,CARGO
1403,24.38333,51.57833,null,CARGO
1404,26.25084,51.32563,0,UNKNOWN
1405,26.4525,51.63753,330,SUPPORT
1406,24.13992,52.60199,null,UNKNOWN
1407,26.61852,51.60702,203,FISHING
1408,26.00428,50.83891,61,YACHT
1409,26.38528,54.83236,294,FISHING
1410,25.95488,52.54337,292,FISHING
1411,26.65194,50.66483,128,FISHING
1412,25.25454,52.63742,280,UNKNOWN
1413,27.33822,50.50548,136,SUPPORT
1414,26.05658,50.86118,224,YACHT
1415,24.31827,52.69021,null,UNKNOWN
1416,25.65412,56.2703,42,SUPPORT
1417,25.81363,55.7625,359,SUPPORT
1418,25.76413,55.72048,242,CARGO
1419,25.4546,52.37163,6,SUPPORT
1420,27.06813,52.61057,151,YACHT
1421,27.00393,52.65488,130,YACHT
1422,26.64149,50.78823,126,YACHT
1423,26.83417,50.79132,130,FISHING
1424,24.68656,53.27203,null,UNKNOWN
1425,24.68646,53.27193,null,UNKNOWN
1426,26.13354,50.6594,351,FISHING
1427,26.5778,50.89783,14,FISHING
1428,25.86942,52.77945,null,UNKNOWN
1429,26.37615,54.81944,125,FISHING
1430,26.30145,54.85145,336,FISHING
1431,26.68054,56.15161,181,SUPPORT
1432,26.58618,55.88133,228,SUPPORT
1433,24.26917,52.48513,329,SUPPORT
1434,26.02832,50.44652,48,FISHING
1435,24.84359,51.6835,null,UNKNOWN
1436,24.84357,51.68346,null,UNKNOWN
1437,25.92675,50.63152,359,UNKNOWN
1438,26.70378,50.5761,123,FISHING
1439,25.16208,51.6195,47,YACHT
1440,24.52221,53.10049,null,UNKNOWN
1441,24.52213,53.10034,null,UNKNOWN
1442,26.75814,50.41606,64,FISHING
1443,26.99537,50.69932,38,FISHING
1444,26.07115,55.56921,null,UNKNOWN
1445,26.07107,55.56909,null,UNKNOWN
1446,26.46217,50.5033,39,FISHING
1447,24.61226,53.2647,37,SUPPORT
1448,25.14855,53.18737,178,SUPPORT
1449,24.43241,53.67456,null,UNKNOWN
1450,24.20631,52.44894,121,SUPPORT
1451,26.32388,54.40092,0,UNKNOWN
1452,26.81843,55.6959,181,CARGO
1453,26.73466,55.60519,109,CARGO
1454,24.18745,53.60977,null,UNKNOWN
1455,26.36816,54.30424,306,UNKNOWN
1456,26.33608,55.54781,224,FISHING
1457,26.33256,55.55,89,FISHING
1458,25.08704,53.49438,303,SUPPORT
1459,26.1141,50.63285,null,YACHT
1460,25.60982,56.29214,153,SUPPORT
1461,25.53857,56.37751,170,SUPPORT
1462,25.53967,56.37731,330,SUPPORT
1463,26.40613,50.87481,null,UNKNOWN
1464,25.91768,55.84164,47,CARGO
1465,26.73625,50.78642,61,FISHING
1466,26.10254,50.41209,73,YACHT
1467,24.2695,53.37614,null,UNKNOWN
1468,24.3278,53.15271,null,UNKNOWN
1469,25.79116,53.30296,298,SUPPORT
1470,26.89169,50.34452,null,FISHING
1471,25.29187,54.29311,183,SUPPORT
1472,26.23659,50.50087,344,YACHT
1473,25.97475,50.63397,350,FISHING
1474,26.8963,50.95562,120,FISHING
1475,24.38097,53.47414,null,UNKNOWN
1476,24.38093,53.47417,null,UNKNOWN
1477,24.50217,53.47518,null,UNKNOWN
1478,26.70627,50.88279,153,FISHING
1479,24.39808,52.62167,null,UNKNOWN
1480,24.39808,52.62167,null,UNKNOWN
1481,25.81096,55.95043,null,UNKNOWN
1482,26.72868,50.44329,null,FISHING
1483,26.69333,52.29003,232,SUPPORT
1484,24.58132,53.16673,null,UNKNOWN
1485,24.58131,53.16673,null,UNKNOWN
1486,25.46102,50.40315,194,UNKNOWN
1487,24.56986,53.46193,null,UNKNOWN
1488,26.37389,50.91528,53,YACHT
1489,26.40874,50.95833,null,YACHT
1490,25.97266,55.80178,319,SUPPORT
1491,26.24615,55.78105,null,SUPPORT
1492,25.40869,53.90312,116,FISHING
1493,26.09218,51.3585,null,YACHT
1494,26.26857,50.49215,212,FISHING
1495,25.59398,55.41193,32,CARGO
1496,25.83317,55.5821,29,CARGO
1497,25.68895,51.51747,254,YACHT
1498,25.68893,51.51711,null,YACHT
1499,25.54366,55.56096,305,YACHT
1500,26.19921,56.09183,59,YACHT
1501,26.25526,56.22774,121,YACHT
1502,24.45501,52.69451,null,UNKNOWN
1503,25.88778,55.67467,24,CARGO
1504,26.38898,50.48007,151,YACHT
1505,26.82502,50.93795,267,FISHING
1506,26.4254,54.17773,0,UNKNOWN
1507,25.04122,51.75479,null,UNKNOWN
1508,25.04132,51.75472,null,UNKNOWN
1509,26.76404,50.57664,190,FISHING
1510,25.80367,55.60644,35,CARGO
1511,26.19223,56.07141,25,CARGO
1512,26.40994,54.91656,180,SUPPORT
1513,24.16105,52.7527,null,UNKNOWN
1514,26.37251,56.35404,null,UNKNOWN
1515,26.51185,54.72259,311,UNKNOWN
1516,26.04316,50.72042,274,FISHING
1517,26.5206,56.0241,16,CARGO
1518,24.13256,52.99282,43,SUPPORT
1519,26.38142,55.97995,null,UNKNOWN
1520,26.38146,55.9799,null,UNKNOWN
1521,27.05408,50.52592,136,FISHING
1522,26.79587,51.24762,332,FISHING
1523,26.10342,50.45202,165,FISHING
1524,26.13081,52.79949,326,FISHING
1525,26.78068,50.42417,235,FISHING
1526,26.71732,53.92581,null,UNKNOWN
1527,26.83289,50.53232,288,FISHING
1528,25.8058,55.94807,64,FISHING
1529,24.7225,54.58084,150,SUPPORT
1530,24.72272,54.57107,226,SUPPORT
1531,26.66133,50.7366,154,FISHING
1532,26.63985,50.73345,341,FISHING
1533,25.80347,55.61339,57,CARGO
1534,26.44068,56.45387,56,CARGO
1535,26.01579,52.18502,232,UNKNOWN
1536,26.01584,52.18493,184,UNKNOWN
1537,24.26847,53.12061,null,UNKNOWN
1538,26.5367,51.94593,151,SUPPORT
1539,26.10968,54.57724,115,FISHING
1540,26.67232,56.10091,206,SUPPORT
1541,24.57208,54.23288,null,UNKNOWN
1542,26.99004,50.35672,356,FISHING
1543,26.25626,55.7857,248,UNKNOWN
1544,26.25012,55.77206,237,UNKNOWN
1545,26.51724,50.60567,266,FISHING
1546,26.36349,50.77363,null,UNKNOWN
1547,25.76652,54.45844,303,CARGO
1548,25.8717,54.284,308,CARGO
1549,26.98798,50.99304,305,CARGO
1550,26.98807,50.99045,261,CARGO
1551,25.27701,50.52285,null,UNKNOWN
1552,25.27711,50.52294,null,UNKNOWN
1553,26.34356,51.79897,135,FISHING
1554,26.65512,51.00807,30,FISHING
1555,26.68356,51.0101,6,FISHING
1556,16.95016,54.01811,89,CARGO
1557,16.91447,54.25453,286,CARGO
1558,16.94675,54.01613,257,CARGO
1559,16.38126,56.30192,54,TANKER
1560,16.62322,56.66951,57,TANKER
1561,16.94807,54.01299,328,CARGO
1562,16.59833,53.95333,204,CARGO
1563,16.54525,56.02763,224,CARGO
1564,16.33702,55.78483,41,TANKER
1565,16.35868,55.80433,41,TANKER
1566,16.53952,55.95641,219,CARGO
1567,16.21281,55.65217,219,CARGO
1568,16.91112,54.06595,198,CARGO
1569,16.91426,54.06714,355,CARGO
1570,17.08705,55.94795,257,CARGO
1571,16.76109,54.2775,140,CARGO
1572,13.00289,57.175,171,CARGO
1573,16.76812,55.79774,45,CARGO
1574,16.89,55.93,45,CARGO
1575,16.83214,53.95464,215,CARGO
1576,16.90917,54.46531,274,CARGO
1577,16.33252,55.78031,234,CARGO
1578,15.42667,54.44667,237,CARGO
1579,17.24895,55.43718,50,SUPPORT
1580,17.49636,55.515,260,SUPPORT
1581,16.78307,53.90069,216,CARGO
1582,16.72684,53.90792,232,CARGO
1583,17.8705,56.34781,255,CARGO
1584,16.7452,53.83118,224,CARGO
1585,17.71339,56.19819,246,CARGO
1586,16.6701,54.04769,267,CARGO
1587,16.83592,54.86078,56,UNKNOWN
1588,16.82571,54.61722,249,CARGO
1589,16.49775,53.67367,248,CARGO
1590,16.3274,53.77483,48,FISHING
1591,27.01233,56.37867,333,TANKER
1592,26.94624,56.38545,218,TANKER
1593,27.12066,56.1124,76,TANKER
1594,26.77913,56.21124,211,TANKER
1595,26.988,56.33767,0,TANKER
1596,26.98798,56.33772,0,TANKER
1597,27.05671,56.33202,182,CARGO
1598,27.04958,56.22804,103,CARGO
1599,27.05927,56.20823,82,CARGO
1600,27.07726,56.36563,324,CARGO
1601,27.04827,55.97492,0,CARGO
1602,27.04821,55.97495,0,CARGO
1603,26.91594,56.33599,326,TANKER
1604,26.91651,56.33559,164,TANKER
1605,27.05209,55.97979,318,SUPPORT
1606,27.15392,56.26455,344,TANKER
1607,27.15016,56.20304,109,SUPPORT
1608,26.91611,56.71978,337,FISHING
1609,25.95551,56.771,166,TANKER
1610,25.38883,56.58333,47,TANKER
1611,26.55439,56.56534,138,TANKER
1612,25.24405,56.57291,219,TANKER
1613,24.67217,57.73693,13,TANKER
1614,23.83862,58.99273,138,TANKER
1615,25.68465,56.92375,256,TANKER
1616,25.685,56.92361,70,TANKER
1617,25.26998,56.47129,183,TANKER
1618,24.58116,57.81755,303,TANKER
1619,22.46323,61.05097,319,TANKER
1620,25.14567,56.56775,69,TANKER
1621,24.4812,59.86435,107,TANKER
1622,25.65392,57.02823,331,TANKER
1623,25.6539,57.02833,184,TANKER
1624,23.05036,61.93783,330,TANKER
1625,24.87383,57.74892,12,TANKER
1626,21.65167,61.785,133,TANKER
1627,24.20522,58.94341,310,TANKER
1628,24.21959,58.71032,134,TANKER
1629,22.37862,60.79567,132,TANKER
1630,26.49084,56.66423,335,TANKER
1631,25.16876,56.54733,323,TANKER
1632,26.23819,56.72376,153,TANKER
1633,26.13259,56.75541,169,TANKER
1634,23.32583,59.94216,317,TANKER
1635,24.15894,59.27021,319,TANKER
1636,21.90198,62.17355,306,TANKER
1637,22.39518,60.73812,134,TANKER
1638,24.03336,58.82527,135,TANKER
1639,23.53372,59.19211,308,TANKER
1640,23.86879,58.95297,117,TANKER
1641,22.65263,60.39834,137,TANKER
1642,24.50142,58.49089,291,TANKER
1643,24.5108,58.46559,292,TANKER
1644,23.00667,61.40167,104,TANKER
1645,23.65072,58.54697,247,TANKER
1646,21.68416,61.52627,309,TANKER
1647,23.67881,58.44565,168,TANKER
1648,23.6792,58.44352,310,TANKER
1649,25.01018,57.17219,305,TANKER
1650,17.74664,65.26084,32,TANKER
1651,21.81239,61.81203,318,TANKER
1652,23.84852,59.38382,134,TANKER
1653,23.30894,60.03577,130,TANKER
1654,24.62327,57.95787,124,TANKER
1655,22.33267,60.93013,100,TANKER
1656,22.33111,60.93879,99,TANKER
1657,24.68975,58.27109,117,TANKER
1658,24.66294,58.32682,117,TANKER
1659,27.00567,56.38183,331,TANKER
1660,24.57131,58.6661,309,TANKER
1661,25.77745,56.88023,337,TANKER
1662,25.77897,56.8796,345,TANKER
1663,25.19015,56.38395,316,TANKER
1664,24.10295,59.05813,127,TANKER
1665,23.56331,59.69926,132,TANKER
1666,25.35633,56.53233,40,TANKER
1667,23.55247,59.35543,131,CARGO
1668,22.64333,60.465,134,CARGO
1669,24.59054,56.65941,301,CARGO
1670,24.59103,56.65989,301,CARGO
1671,23.92364,58.87051,318,CARGO
1672,24.35552,57.81879,292,CARGO
1673,24.36333,57.79667,293,CARGO
1674,22.92333,60.48167,254,TANKER
1675,26.39199,56.13389,60,TANKER
1676,26.45653,56.61567,150,TANKER
1677,24.55603,59.12615,68,TANKER
1678,24.28813,58.54704,126,TANKER
1679,24.25667,58.59333,125,TANKER
1680,26.94625,56.38549,218,TANKER
1681,24.02933,59.04907,133,TANKER
1682,22.76933,60.35425,155,TANKER
1683,24.39079,58.10294,121,TANKER
1684,23.48898,59.69926,119,TANKER
1685,24.71088,58.64435,290,TANKER
1686,23.81581,59.56753,84,TANKER
1687,23.81593,59.57126,87,TANKER
1688,23.78472,60.3693,296,TANKER
1689,23.78928,60.35925,296,TANKER
1690,21.71,61.56833,317,TANKER
1691,24.63123,57.82889,115,TANKER
1692,24.61122,57.87652,114,TANKER
1693,26.30192,56.77339,323,TANKER
1694,26.33017,56.75285,337,TANKER
1695,25.14649,57.54466,119,TANKER
1696,24.31737,58.40303,305,TANKER
1697,24.7735,57.85273,303,TANKER
1698,24.78702,57.82947,301,TANKER
1699,25.22401,57.53082,138,TANKER
1700,24.33858,58.29453,126,TANKER
1701,22.96723,60.07093,132,TANKER
1702,24.93939,56.74013,196,CARGO
1703,24.92784,56.73641,196,CARGO
1704,25.37774,56.7206,0,TANKER
1705,25.6953,56.72095,0,TANKER
1706,25.1425,56.50092,257,TANKER
1707,24.66441,56.84304,178,TANKER
1708,24.6629,56.84631,93,TANKER
1709,24.45915,59.52753,48,TANKER
1710,24.46554,59.53559,46,TANKER
1711,25.34952,56.56348,16,TANKER
1712,25.20805,57.16309,10,TANKER
1713,24.11703,59.9279,115,TANKER
1714,24.11249,58.63136,123,TANKER
1715,24.01991,58.73133,150,TANKER
1716,26.25263,55.9384,209,TANKER
1717,24.82087,59.3285,103,TANKER
1718,24.47984,60.88581,104,TANKER
1719,24.49691,56.63213,50,TANKER
1720,24.49696,56.63213,50,TANKER
1721,23.70672,59.10238,299,TANKER
1722,26.34475,56.0293,5,TANKER
1723,24.47133,57.48745,116,TANKER
1724,26.60942,56.41299,248,TANKER
1725,25.54391,56.98077,172,TANKER
1726,24.65882,58.43081,297,CARGO
1727,25.60081,56.97569,68,TANKER
1728,24.57515,57.6157,304,TANKER
1729,24.55102,56.66958,38,TANKER
1730,24.55,56.66833,214,TANKER
1731,27.12066,56.11237,91,TANKER
1732,26.78977,56.21848,212,TANKER
1733,26.988,56.33767,0,TANKER
1734,25.03192,56.90422,333,TANKER
1735,25.07431,56.88105,333,TANKER
1736,27.05672,56.33203,163,CARGO
1737,22.45819,60.99582,310,CARGO
1738,27.04948,56.22685,129,CARGO
1739,26.40886,56.60849,159,CARGO
1740,26.31927,56.645,157,CARGO
1741,24.63323,58.1807,110,CARGO
1742,24.62648,58.20063,110,CARGO
1743,26.35189,56.64767,163,CARGO
1744,26.2658,56.67435,165,CARGO
1745,25.97477,56.04941,223,CARGO
1746,25.51473,56.73158,23,CARGO
1747,26.41675,56.73045,330,CARGO
1748,22.90206,61.48651,304,CARGO
1749,23.67455,62.18659,113,TANKER
1750,23.50988,62.58904,113,TANKER
1751,25.79957,56.66885,5,CARGO
1752,26.10086,56.68208,356,CARGO
1753,25.3691,57.02727,322,TANKER
1754,25.16741,56.5884,87,CARGO
1755,25.67039,56.75807,359,CARGO
1756,25.23783,60.6314,186,CARGO
1757,22.86519,59.995,343,CARGO
1758,25.29477,60.60606,168,CARGO
1759,25.29475,60.60608,45,CARGO
1760,25.97465,56.05352,181,CARGO
1761,25.97449,56.05359,185,CARGO
1762,24.59167,56.89833,0,CARGO
1763,24.10677,58.64527,122,TANKER
1764,22.02292,61.21479,310,TANKER
1765,24.12765,61.082,285,TANKER
1766,24.31911,60.24521,284,TANKER
1767,22.55598,59.97073,143,TANKER
1768,27.05922,56.20792,81,CARGO
1769,24.60626,58.11471,230,CARGO
1770,23.17167,59.45633,314,TANKER
1771,24.39776,58.00799,12,TANKER
1772,21.41767,59.74545,204,TANKER
1773,25.35997,56.36778,227,TANKER
1774,25.57066,57.47079,272,CARGO
1775,25.61306,57.33399,291,CARGO
1776,27.07707,56.36577,324,CARGO
1777,27.07667,56.365,325,CARGO
1778,22.78165,61.44421,298,TANKER
1779,26.24848,56.31445,null,CARGO
1780,25.00308,58.65463,113,CARGO
1781,24.58273,59.7086,111,CARGO
1782,24.83593,60.36246,278,TANKER
1783,23.06432,60.19732,343,TANKER
1784,22.67685,59.43655,73,TANKER
1785,25.53508,57.5402,283,CARGO
1786,23.22763,61.176,109,CARGO
1787,22.93833,61.89,116,CARGO
1788,26.55073,56.29447,226,CARGO
1789,23.41279,60.3437,306,CARGO
1790,25.22303,57.79722,125,CARGO
1791,24.82058,58.40791,125,CARGO
1792,23.72383,60.99271,296,CARGO
1793,24.76557,58.39862,125,CARGO
1794,22.21167,61.45667,133,CARGO
1795,26.06658,55.9616,58,CARGO
1796,23.64249,58.56233,24,CARGO
1797,23.54755,61.34218,298,CARGO
1798,26.4817,56.73094,79,CARGO
1799,26.05644,55.94098,282,CARGO
1800,25.24294,56.77473,177,CARGO
1801,25.66892,56.57457,7,CARGO
1802,23.66973,60.09129,125,CARGO
1803,23.63098,60.32409,100,CARGO
1804,25.12083,56.87551,108,CARGO
1805,22.73062,59.82105,140,CARGO
1806,25.72297,57.09819,151,TANKER
1807,22.41495,61.51143,133,TANKER
1808,25.30654,56.62389,29,TANKER
1809,25.43812,56.79303,354,TANKER
1810,25.9863,56.73095,1,TANKER
1811,26.04676,56.73011,357,TANKER
1812,26.45731,56.81419,337,CARGO
1813,26.53038,56.76583,320,CARGO
1814,21.47047,67.56008,290,TANKER
1815,23.58155,61.66872,290,TANKER
1816,24.93114,57.19776,123,CARGO
1817,27.04827,55.97492,0,CARGO
1818,27.04825,55.97495,0,CARGO
1819,25.10383,58.90667,280,CARGO
1820,25.10767,58.88367,280,CARGO
1821,25.23991,56.73268,8,CARGO
1822,25.13889,56.40174,148,TANKER
1823,25.23885,58.51365,103,CARGO
1824,25.10729,59.172,95,CARGO
1825,21.81027,61.52883,135,CARGO
1826,22.9215,60.95847,273,TANKER
1827,23.8738,58.82656,142,TANKER
1828,23.005,59.57667,143,TANKER
1829,24.01867,58.75294,132,TANKER
1830,23.05833,59.86167,132,TANKER
1831,26.31833,56.25,100,TANKER
1832,26.31833,56.25,null,TANKER
1833,24.99123,56.84565,142,TANKER
1834,24.97482,56.86123,134,TANKER
1835,25.17527,57.39116,6,TANKER
1836,24.52163,57.81749,12,TANKER
1837,21.08442,60.24306,179,TANKER
1838,26.53717,56.41397,58,TANKER
1839,24.83245,57.32178,81,TANKER
1840,24.02492,58.88079,313,TANKER
1841,24.68702,56.64091,196,TANKER
1842,24.67183,56.63631,195,TANKER
1843,22.94581,61.35226,96,TANKER
1844,24.80112,57.52097,297,TANKER
1845,23.80314,59.4572,130,TANKER
1846,23.31393,60.07377,130,TANKER
1847,23.30387,59.6813,139,TANKER
1848,21.81673,60.31347,181,TANKER
1849,24.51666,57.78473,303,TANKER
1850,24.60002,56.81328,154,CARGO
1851,24.60002,56.81341,154,CARGO
1852,23.57992,60.92439,107,CARGO
1853,23.39409,61.72718,104,CARGO
1854,24.2459,60.577,286,TANKER
1855,23.25913,61.15325,97,TANKER
1856,24.75,56.84,null,CARGO
1857,22.16438,60.01433,17,TANKER
1858,25.21392,58.12965,104,TANKER
1859,25.18525,58.24711,104,TANKER
1860,24.939,58.21365,118,TANKER
1861,24.15688,59.75288,120,TANKER
1862,24.56277,58.14823,142,CARGO
1863,23.29667,59.30167,140,CARGO
1864,21.77124,59.81364,24,CARGO
1865,22.7809,60.65291,311,CARGO
1866,25.87598,56.89741,41,TANKER
1867,25.20306,57.20864,144,CARGO
1868,25.16601,58.10343,101,CARGO
1869,25.01307,58.62928,95,CARGO
1870,23.82318,62.25943,278,CARGO
1871,23.94081,61.41592,277,CARGO
1872,24.74,57.15633,136,TANKER
1873,24.77497,56.87387,342,CARGO
1874,24.79876,56.8657,342,CARGO
1875,26.51073,56.36614,56,CARGO
1876,24.79605,57.12766,121,TANKER
1877,24.60469,56.64749,156,CARGO
1878,24.60469,56.6475,156,CARGO
1879,21.75533,59.90426,16,CARGO
1880,26.91594,56.33599,326,TANKER
1881,26.91625,56.33583,330,TANKER
1882,24.31515,57.75425,108,TANKER
1883,23.51833,59.25333,145,TANKER
1884,24.33644,58.78289,306,CARGO
1885,25.82728,56.68958,171,CARGO
1886,25.47137,56.63637,257,CARGO
1887,26.04823,56.97274,331,CARGO
1888,26.15333,56.9,327,CARGO
1889,24.61783,56.96666,82,CARGO
1890,23.0093,61.54955,297,TANKER
1891,25.15027,56.77979,276,CARGO
1892,26.3948,56.63365,161,TANKER
1893,26.3585,56.64762,160,TANKER
1894,24.11895,61.23805,106,TANKER
1895,23.8484,62.22163,105,TANKER
1896,25.10444,57.20148,311,CARGO
1897,25.09726,57.19436,206,CARGO
1898,24.6599,58.05733,139,CARGO
1899,25.73278,57.04397,333,CARGO
1900,25.98633,56.92105,337,CARGO
1901,25.65958,56.82659,178,TANKER
1902,25.61547,56.83216,151,TANKER
1903,25.72317,57.08492,151,TANKER
1904,23.68251,58.95365,139,TANKER
1905,25.8477,56.95197,null,TANKER
1906,25.84667,56.95167,204,TANKER
1907,24.71814,57.04549,169,TANKER
1908,26.31435,56.0895,47,CARGO
1909,24.79205,58.86313,101,CARGO
1910,24.76209,59.01013,102,CARGO
1911,24.30823,58.24837,107,TANKER
1912,23.63063,60.16779,116,TANKER
1913,22.10167,61.97333,135,TANKER
1914,25.22681,57.27069,129,CARGO
1915,23.41488,62.93713,104,CARGO
1916,23.825,59.33939,131,CARGO
1917,22.33347,61.13752,129,CARGO
1918,23.77097,58.56091,154,PASSENGER
1919,23.1046,59.46614,139,PASSENGER
1920,21.97765,60.50225,6,TANKER
1921,23.54578,62.04977,70,CARGO
1922,23.55099,62.06438,58,CARGO
1923,26.19171,55.96575,199,TANKER
1924,24.97221,57.49835,355,TANKER
1925,25.01677,57.56035,140,TANKER
1926,25.94444,56.05971,72,CARGO
1927,26.015,55.93833,317,CARGO
1928,26.015,55.93833,237,CARGO
1929,27.05208,55.97974,318,SUPPORT
1930,23.68559,59.11617,148,CARGO
1931,23.62,59.165,143,CARGO
1932,23.92642,58.1776,303,TANKER
1933,23.95507,58.12357,298,TANKER
1934,22.78045,61.77234,315,TANKER
1935,25.49157,56.69567,213,TANKER
1936,25.49227,56.69646,147,TANKER
1937,26.55724,56.54737,141,TANKER
1938,24.10825,58.67545,319,CARGO
1939,22.14242,59.9717,31,CARGO
1940,23.02119,60.52744,320,TANKER
1941,26.43107,56.61559,150,CARGO
1942,25.1438,57.05509,108,CARGO
1943,24.47926,59.59196,290,TANKER
1944,18.16231,66.12382,311,PASSENGER
1945,22.57873,60.78158,310,PASSENGER
1946,24.75418,58.80222,292,TANKER
1947,25.2569,56.76841,337,TANKER
1948,25.85747,56.61712,2,TANKER
1949,22.37388,61.61207,305,TANKER
1950,24.3557,58.07453,328,PASSENGER
1951,24.37341,58.05984,322,PASSENGER
1952,23.60218,62.18081,291,TANKER
1953,24.57167,58.43833,295,TANKER
1954,26.66076,55.9257,257,CARGO
1955,24.91721,57.43069,273,TANKER
1956,24.91667,57.415,268,TANKER
1957,24.34311,58.29672,315,CARGO
1958,25.34983,56.3668,101,SUPPORT
1959,27.1539,56.26455,180,TANKER
1960,24.29029,57.95433,306,PASSENGER
1961,27.15016,56.20304,109,SUPPORT
1962,26.85395,56.24004,224,SUPPORT
1963,25.44229,57.70956,14,SUPPORT
1964,26.40256,56.21348,50,SUPPORT
1965,24.87139,56.67056,175,SUPPORT
1966,24.84833,56.67833,151,SUPPORT
1967,24.7475,56.47228,193,UNKNOWN
1968,25.93948,55.95646,82,SUPPORT
1969,23.85435,57.44167,44,SUPPORT
1970,23.26,58.925,null,SUPPORT
1971,22.60167,59.56167,201,SUPPORT
1972,25.90787,55.99343,218,SUPPORT
1973,26.23005,56.26017,203,UNKNOWN
1974,26.20872,56.24535,16,UNKNOWN
1975,26.24196,56.52031,187,UNKNOWN
1976,25.93761,56.43142,326,UNKNOWN
1977,24.63833,61.16333,null,SUPPORT
1978,23.82167,57.52333,null,SUPPORT
1979,24.67656,60.93173,32,UNKNOWN
1980,24.80614,60.89357,47,UNKNOWN
1981,25.04493,62.05093,266,FISHING
1982,23.51314,59.40329,318,CARGO
1983,23.63921,58.50842,14,SUPPORT
1984,23.71975,57.9781,193,SUPPORT
1985,23.72238,57.98013,14,SUPPORT
1986,24.41338,62.03817,329,UNKNOWN
1987,24.84796,60.15765,97,FISHING
1988,25.22943,60.50209,109,FISHING
1989,25.89549,57.20561,185,PASSENGER
1990,25.29916,60.43457,0,UNKNOWN
1991,25.47129,57.50305,236,CARGO
1992,25.60982,56.29214,153,SUPPORT
1993,25.53857,56.37751,170,SUPPORT
1994,25.53967,56.37731,330,SUPPORT
1995,23.63153,58.26945,183,YACHT
1996,24.09569,60.06626,182,YACHT
1997,26.55659,56.79469,161,CARGO
1998,26.68054,56.15161,181,SUPPORT
1999,25.36032,59.5275,106,FISHING
2000,23.56186,58.82619,315,CARGO
2001,24.82386,60.78694,192,UNKNOWN
2002,25.64759,57.76497,69,CARGO
2003,24.73034,60.71249,61,UNKNOWN
2004,25.81096,55.95043,null,UNKNOWN
2005,24.48027,62.19907,12,FISHING
2006,24.88016,60.49451,130,FISHING
2007,24.98304,60.28942,210,UNKNOWN
2008,25.33735,59.26706,16,FISHING
2009,24.69409,61.30738,203,FISHING
2010,26.19921,56.09183,59,YACHT
2011,26.25526,56.22774,121,YACHT
2012,24.85766,60.31462,101,UNKNOWN
2013,25.00791,59.28265,252,UNKNOWN
2014,24.95128,59.84924,354,UNKNOWN
2015,25.62801,57.71666,152,CARGO
2016,24.2254,58.23889,318,CARGO
2017,22.53313,59.79839,null,UNKNOWN
2018,25.61226,57.58924,113,FISHING
2019,26.91611,56.71978,337,FISHING
2020,22.84766,59.60103,125,CARGO
2021,25.14835,61.17389,6,UNKNOWN
2022,24.88545,58.76043,299,FISHING
2023,24.91147,59.63688,244,UNKNOWN
2024,24.77312,60.25248,82,UNKNOWN
2025,26.00859,56.07098,356,FISHING
2026,26.05853,56.07358,188,FISHING
2027,24.88268,57.08377,53,SUPPORT
2028,24.66493,60.96756,167,FISHING
2029,25.31958,56.91785,203,FISHING
2030,25.3401,56.90986,321,FISHING
2031,24.73022,61.11497,102,UNKNOWN
2032,23.16507,60.04494,308,YACHT
2033,26.08119,56.89311,309,FISHING
2034,26.04837,56.4089,213,YACHT
2035,24.40992,61.94098,326,UNKNOWN
2036,24.08576,58.75466,134,CARGO
2037,23.60085,59.29408,135,CARGO
2038,24.95644,57.80397,133,FISHING
2039,25.31101,58.57113,109,CARGO
2040,24.4561,62.06883,60,FISHING
2041,25.72935,57.39429,338,FISHING
2042,25.564,56.91225,323,FISHING
2043,24.39144,58.38451,72,CARGO
2044,22.05029,61.27367,177,FISHING
2045,25.03973,61.42999,18,FISHING
2046,22.29542,61.27837,10,FISHING
2047,25.93941,57.14394,325,UNKNOWN
2048,24.95827,59.94215,270,UNKNOWN
2049,24.91155,60.10266,99,FISHING
2050,24.85447,60.1882,279,FISHING
2051,25.06934,61.41934,278,SUPPORT
2052,26.5195,57.03336,211,UNKNOWN
2053,24.89287,59.65963,338,FISHING
2054,25.65412,56.2703,42,SUPPORT
2055,23.6961,58.64801,299,CARGO
2056,24.90689,60.40594,14,FISHING
2057,25.00735,62.15885,89,UNKNOWN
2058,25.34381,59.66602,68,FISHING
2059,25.80367,55.60644,35,CARGO
2060,26.19223,56.07141,25,CARGO
2061,25.37991,56.8951,344,UNKNOWN
2062,26.37251,56.35404,null,UNKNOWN
2063,24.826,60.14629,129,CARGO
2064,26.14564,57.1475,111,FISHING
2065,26.5206,56.0241,16,CARGO
2066,25.35578,60.43379,161,FISHING
2067,25.38733,58.66567,123,FISHING
2068,24.99523,61.55453,197,UNKNOWN
2069,26.38142,55.97995,null,UNKNOWN
